# times, noise
5.566406250000000000e-01 -1.117424484201465122e-22
5.576171875000000000e-01 -1.068776936599715456e-22
5.585937500000000000e-01 8.669166265776243426e-23
5.595703125000000000e-01 -5.493640065490622453e-23
5.605468750000000000e-01 5.803759131583132883e-23
5.615234375000000000e-01 7.365704801406723315e-23
5.625000000000000000e-01 3.218120900520405699e-23
5.634765625000000000e-01 1.451223719211461513e-22
5.644531250000000000e-01 1.069724496518494190e-22
5.654296875000000000e-01 -2.738910488308872236e-23
5.664062500000000000e-01 -2.497841596770576110e-24
5.673828125000000000e-01 -1.975718446219229855e-22
5.683593750000000000e-01 6.754400510832976787e-23
5.693359375000000000e-01 4.095427157192153080e-22
5.703125000000000000e-01 3.451477611491909022e-22
5.712890625000000000e-01 -2.133662355184527749e-23
5.722656250000000000e-01 2.858129950535522828e-22
5.732421875000000000e-01 1.190955060238306668e-22
5.742187500000000000e-01 6.439953571149834586e-24
5.751953125000000000e-01 -1.838856097257774360e-22
5.761718750000000000e-01 -3.713639776690871751e-23
5.771484375000000000e-01 2.594720547831748782e-23
5.781250000000000000e-01 2.898686601227317008e-22
5.791015625000000000e-01 -8.125755887649805686e-23
5.800781250000000000e-01 5.578709732714470519e-24
5.810546875000000000e-01 1.201923093670798542e-22
5.820312500000000000e-01 -1.217397675535133828e-22
5.830078125000000000e-01 2.230233359419261111e-22
5.839843750000000000e-01 -2.984369756997720363e-22
5.849609375000000000e-01 5.935028330038154634e-24
5.859375000000000000e-01 -4.966266380191172970e-23
5.869140625000000000e-01 1.749127085516553830e-22
5.878906250000000000e-01 1.654467227694423088e-22
5.888671875000000000e-01 -4.293314589502699822e-22
5.898437500000000000e-01 -3.284664894137925911e-23
5.908203125000000000e-01 -2.129202316936079167e-22
5.917968750000000000e-01 2.707609790547772316e-23
5.927734375000000000e-01 -3.796020232410214521e-22
5.937500000000000000e-01 -2.280604907074505592e-22
5.947265625000000000e-01 -3.788107388632083868e-23
5.957031250000000000e-01 1.711037372198255232e-22
5.966796875000000000e-01 2.244694435070359644e-23
5.976562500000000000e-01 -1.107993304917094494e-22
5.986328125000000000e-01 1.600573940084347406e-22
5.996093750000000000e-01 -4.746434431043807331e-22
6.005859375000000000e-01 2.016670443961608460e-22
6.015625000000000000e-01 -1.536757533474285995e-22
6.025390625000000000e-01 -2.426219712245779748e-22
6.035156250000000000e-01 -1.119706693855776229e-22
6.044921875000000000e-01 -1.597046444369690381e-22
6.054687500000000000e-01 -1.065010762403219404e-22
6.064453125000000000e-01 -1.232032338097194351e-22
6.074218750000000000e-01 6.006415538294720166e-22
6.083984375000000000e-01 8.824160981716958980e-23
6.093750000000000000e-01 1.228807301086608562e-22
6.103515625000000000e-01 3.087784217809939487e-23
6.113281250000000000e-01 1.634224572666146952e-22
6.123046875000000000e-01 -2.986285926926979540e-22
6.132812500000000000e-01 -1.651197616367722459e-22
6.142578125000000000e-01 -6.680351760880328409e-22
6.152343750000000000e-01 9.484483282755597564e-23
6.162109375000000000e-01 -1.859948936172566417e-22
6.171875000000000000e-01 1.595250632573378350e-22
6.181640625000000000e-01 3.393305865278831729e-23
6.191406250000000000e-01 -5.935125616242533280e-22
6.201171875000000000e-01 5.143217709885058766e-23
6.210937500000000000e-01 9.534861042195759631e-23
6.220703125000000000e-01 -3.012493552197516156e-22
6.230468750000000000e-01 -9.996880042691313173e-23
6.240234375000000000e-01 2.601088968518503842e-22
6.250000000000000000e-01 -1.273142166112304538e-23
6.259765625000000000e-01 2.350210839843684760e-22
6.269531250000000000e-01 -2.726582719302830697e-22
6.279296875000000000e-01 2.031503343235471310e-22
6.289062500000000000e-01 -2.699063918217813445e-22
6.298828125000000000e-01 -4.601869721312984317e-22
6.308593750000000000e-01 4.232184151925902473e-22
6.318359375000000000e-01 -3.237311237839837880e-23
6.328125000000000000e-01 -7.413703301969603304e-23
6.337890625000000000e-01 -1.018137572412030627e-22
6.347656250000000000e-01 2.610454084750850787e-23
6.357421875000000000e-01 1.698632310395682420e-22
6.367187500000000000e-01 4.016279737314083416e-22
6.376953125000000000e-01 -3.104698201429737117e-22
6.386718750000000000e-01 -3.009916791653954395e-22
6.396484375000000000e-01 -5.426520203842728722e-23
6.406250000000000000e-01 3.445833776286153884e-24
6.416015625000000000e-01 -1.198092209269506965e-22
6.425781250000000000e-01 7.356977318594436400e-23
6.435546875000000000e-01 3.925561634650250962e-22
6.445312500000000000e-01 3.524805624806512965e-23
6.455078125000000000e-01 3.671339745646126182e-24
6.464843750000000000e-01 2.871012614513592439e-22
6.474609375000000000e-01 3.837596391643246878e-23
6.484375000000000000e-01 -2.347836527906920206e-22
6.494140625000000000e-01 1.984505818049811788e-22
6.503906250000000000e-01 -1.646253712782063221e-22
6.513671875000000000e-01 -1.355545581976473076e-22
6.523437500000000000e-01 -7.594562265262468220e-23
6.533203125000000000e-01 -8.497570742847427648e-25
6.542968750000000000e-01 -1.605228826645320289e-23
6.552734375000000000e-01 2.721260691019443425e-22
6.562500000000000000e-01 -1.299634208399266358e-22
6.572265625000000000e-01 -8.346161979000389374e-23
6.582031250000000000e-01 -1.218915467104536656e-22
6.591796875000000000e-01 -1.308137385538135250e-22
6.601562500000000000e-01 2.511153035857975966e-22
6.611328125000000000e-01 8.787779911812961447e-23
6.621093750000000000e-01 -2.296782572548345179e-22
6.630859375000000000e-01 1.946505325070838542e-22
6.640625000000000000e-01 -2.547639635677303209e-22
6.650390625000000000e-01 -1.926521245687996198e-22
6.660156250000000000e-01 1.754040468074507588e-22
6.669921875000000000e-01 2.557181661097813838e-23
6.679687500000000000e-01 -5.657600819319033989e-23
6.689453125000000000e-01 3.465260544603608048e-23
6.699218750000000000e-01 9.879322207698967821e-23
6.708984375000000000e-01 1.680963839469519806e-22
6.718750000000000000e-01 2.046130080851345989e-22
6.728515625000000000e-01 1.225181479849954172e-22
6.738281250000000000e-01 2.334004003406995999e-22
6.748046875000000000e-01 9.835971427104420648e-23
6.757812500000000000e-01 2.508209174895674542e-22
6.767578125000000000e-01 5.494049216429605866e-22
6.777343750000000000e-01 -3.967424469077621864e-23
6.787109375000000000e-01 2.196978154780921894e-22
6.796875000000000000e-01 -1.059930691083398715e-22
6.806640625000000000e-01 8.652868436172847810e-23
6.816406250000000000e-01 -3.748336658173050429e-22
6.826171875000000000e-01 2.029748744987816117e-23
6.835937500000000000e-01 -2.094731676812181294e-22
6.845703125000000000e-01 -2.324990209742183492e-22
6.855468750000000000e-01 -2.332261041298085427e-22
6.865234375000000000e-01 -3.268794016422458580e-22
6.875000000000000000e-01 -2.344597675183188716e-22
6.884765625000000000e-01 -2.669415179404265240e-22
6.894531250000000000e-01 -5.639940000709939585e-23
6.904296875000000000e-01 2.368608709887193432e-22
6.914062500000000000e-01 -8.558195709886174921e-23
6.923828125000000000e-01 5.174163213989336374e-23
6.933593750000000000e-01 3.879814566124036927e-23
6.943359375000000000e-01 -5.375769384266626156e-22
6.953125000000000000e-01 8.158008198477765565e-23
6.962890625000000000e-01 -2.200184858237498494e-22
6.972656250000000000e-01 1.184369316668775547e-22
6.982421875000000000e-01 -7.435510665503416162e-23
6.992187500000000000e-01 -2.641730837172005269e-22
7.001953125000000000e-01 -2.246780539452319026e-22
7.011718750000000000e-01 -1.241358060853379205e-22
7.021484375000000000e-01 2.445794335861177603e-22
7.031250000000000000e-01 -3.985192044985780314e-23
7.041015625000000000e-01 1.458810209426640601e-23
7.050781250000000000e-01 8.073837668065848419e-23
7.060546875000000000e-01 -1.453142427636694067e-22
7.070312500000000000e-01 7.099701191143468463e-23
7.080078125000000000e-01 2.253862896519171162e-22
7.089843750000000000e-01 -8.283941807637952536e-24
7.099609375000000000e-01 3.014989402003883718e-22
7.109375000000000000e-01 -1.721037775704818613e-22
7.119140625000000000e-01 1.307266055041423475e-23
7.128906250000000000e-01 8.694820947944151993e-22
7.138671875000000000e-01 -3.073671957708290033e-23
7.148437500000000000e-01 -2.167975637643004303e-22
7.158203125000000000e-01 -1.551964676840484985e-23
7.167968750000000000e-01 -3.945158920630478411e-23
7.177734375000000000e-01 -1.739031976248990122e-22
7.187500000000000000e-01 2.462325312996702949e-22
7.197265625000000000e-01 -2.343965350762133561e-22
7.207031250000000000e-01 -7.071462652753670022e-23
7.216796875000000000e-01 4.973691460027032929e-22
7.226562500000000000e-01 -1.244967293646648894e-22
7.236328125000000000e-01 -6.822388332248207573e-23
7.246093750000000000e-01 -7.207608070211432874e-23
7.255859375000000000e-01 7.241832755220641876e-23
7.265625000000000000e-01 -1.351478205098472068e-23
7.275390625000000000e-01 1.409166388286695737e-22
7.285156250000000000e-01 3.342940125036229641e-23
7.294921875000000000e-01 -4.022458708060391992e-23
7.304687500000000000e-01 -5.294637175724426974e-23
7.314453125000000000e-01 3.436718755259525115e-22
7.324218750000000000e-01 -1.991276366964066667e-22
7.333984375000000000e-01 1.853276335654092575e-22
7.343750000000000000e-01 1.378618832012315123e-22
7.353515625000000000e-01 -6.275772195149790388e-23
7.363281250000000000e-01 8.465827588161411071e-23
7.373046875000000000e-01 3.508195386733761017e-22
7.382812500000000000e-01 -2.247377025983408305e-23
7.392578125000000000e-01 2.902081088280074736e-22
7.402343750000000000e-01 2.094048117628748074e-22
7.412109375000000000e-01 -4.414063303217331350e-23
7.421875000000000000e-01 -9.540972362076526683e-23
7.431640625000000000e-01 3.352598756609131995e-22
7.441406250000000000e-01 1.822320820698725550e-22
7.451171875000000000e-01 -6.871759801373426701e-23
7.460937500000000000e-01 1.350592673194057840e-22
7.470703125000000000e-01 -3.681600039553677596e-22
7.480468750000000000e-01 -1.011831227961830686e-22
7.490234375000000000e-01 4.666386743599205850e-22
7.500000000000000000e-01 -7.302652204046269915e-23
7.509765625000000000e-01 2.278321296216743615e-22
7.519531250000000000e-01 -1.053571340941850710e-22
7.529296875000000000e-01 -4.302644515722762463e-22
7.539062500000000000e-01 -3.035209676147451568e-22
7.548828125000000000e-01 -5.535824538605602194e-23
7.558593750000000000e-01 -5.081045834413235085e-23
7.568359375000000000e-01 -1.698131232507116963e-22
7.578125000000000000e-01 1.174115774209112038e-22
7.587890625000000000e-01 1.261128802472497380e-22
7.597656250000000000e-01 -4.840917042668402326e-23
7.607421875000000000e-01 -1.560714046211171355e-22
7.617187500000000000e-01 -2.655646855279699406e-22
7.626953125000000000e-01 8.091880479821562145e-23
7.636718750000000000e-01 -1.572983758276537535e-22
7.646484375000000000e-01 3.791157555481178199e-22
7.656250000000000000e-01 -2.566447893658208020e-24
7.666015625000000000e-01 2.204131425581453115e-22
7.675781250000000000e-01 1.304659752143535562e-23
7.685546875000000000e-01 -4.452556467053426003e-22
7.695312500000000000e-01 -9.431605934413105976e-23
7.705078125000000000e-01 4.356715358059647594e-22
7.714843750000000000e-01 -3.677734125577034178e-22
7.724609375000000000e-01 9.965921767344218244e-23
7.734375000000000000e-01 -1.491685857696010255e-22
7.744140625000000000e-01 -5.080651072535714671e-23
7.753906250000000000e-01 -1.353875349801300828e-22
7.763671875000000000e-01 -4.921148560217100426e-23
7.773437500000000000e-01 6.497632051388592738e-23
7.783203125000000000e-01 -2.505286023281997690e-22
7.792968750000000000e-01 1.025846828998184048e-22
7.802734375000000000e-01 1.027274775762773985e-22
7.812500000000000000e-01 1.097775947032004550e-22
7.822265625000000000e-01 7.747021839903749847e-23
7.832031250000000000e-01 -2.548487080406240457e-22
7.841796875000000000e-01 2.465513885217014833e-22
7.851562500000000000e-01 -3.206939908055540700e-22
7.861328125000000000e-01 -1.050290598597721605e-23
7.871093750000000000e-01 -1.424050366087207128e-22
7.880859375000000000e-01 3.829913668007499135e-22
7.890625000000000000e-01 -3.907371838824336676e-22
7.900390625000000000e-01 -2.349708611029138319e-22
7.910156250000000000e-01 1.943563084437518926e-22
7.919921875000000000e-01 1.728638545104936394e-22
7.929687500000000000e-01 2.705696970809923395e-22
7.939453125000000000e-01 -9.098054804112305332e-23
7.949218750000000000e-01 1.334204018431991158e-22
7.958984375000000000e-01 -3.803640430820712073e-23
7.968750000000000000e-01 7.001514948586159711e-23
7.978515625000000000e-01 6.626760011603098520e-24
7.988281250000000000e-01 9.860766433308836557e-23
7.998046875000000000e-01 5.221432967285578901e-22
8.007812500000000000e-01 8.417736314141789096e-23
8.017578125000000000e-01 2.378036035506082344e-22
8.027343750000000000e-01 -5.142376538359533013e-23
8.037109375000000000e-01 -2.012242212737645619e-22
8.046875000000000000e-01 6.690808729458029246e-23
8.056640625000000000e-01 1.949106866672751996e-22
8.066406250000000000e-01 -1.699356791459752362e-22
8.076171875000000000e-01 -4.152686629743250686e-22
8.085937500000000000e-01 3.094281136873206895e-23
8.095703125000000000e-01 -2.781953586479250408e-23
8.105468750000000000e-01 1.262053377230751775e-22
8.115234375000000000e-01 -9.393603787540403318e-23
8.125000000000000000e-01 -2.649562602534380309e-22
8.134765625000000000e-01 -1.067844079427043934e-22
8.144531250000000000e-01 -6.934132416430865968e-23
8.154296875000000000e-01 1.874984075250037043e-22
8.164062500000000000e-01 -3.406600435726505290e-22
8.173828125000000000e-01 -5.250013743262945368e-22
8.183593750000000000e-01 -8.189383533961846590e-23
8.193359375000000000e-01 -6.368396624869888784e-23
8.203125000000000000e-01 -3.307278056920818130e-22
8.212890625000000000e-01 2.574400555299847857e-22
8.222656250000000000e-01 1.596849538064739564e-23
8.232421875000000000e-01 1.810865751712830388e-22
8.242187500000000000e-01 2.112114026300433781e-22
8.251953125000000000e-01 -2.750361295480026651e-22
8.261718750000000000e-01 5.098390629905817826e-22
8.271484375000000000e-01 -1.454803735521955326e-22
8.281250000000000000e-01 -2.021249442883028866e-22
8.291015625000000000e-01 -2.947453397281954473e-22
8.300781250000000000e-01 -1.937376602639504653e-22
8.310546875000000000e-01 -4.134711646528022229e-22
8.320312500000000000e-01 2.506297928766501396e-22
8.330078125000000000e-01 2.361924877338205097e-22
8.339843750000000000e-01 -8.623086294012631140e-23
8.349609375000000000e-01 1.171937391567678060e-22
8.359375000000000000e-01 -3.987355726125582259e-23
8.369140625000000000e-01 -3.364213113629074580e-22
8.378906250000000000e-01 -1.163128254569131015e-22
8.388671875000000000e-01 -1.624341671896881534e-22
8.398437500000000000e-01 -1.787495055629635331e-22
8.408203125000000000e-01 4.141394147524155739e-22
8.417968750000000000e-01 1.207366855646424602e-22
8.427734375000000000e-01 -3.410539684276898744e-22
8.437500000000000000e-01 -1.460132796447387656e-22
8.447265625000000000e-01 1.451917621501910965e-22
8.457031250000000000e-01 6.597238471561542331e-23
8.466796875000000000e-01 -1.484514426124132819e-22
8.476562500000000000e-01 7.702960252094345733e-23
8.486328125000000000e-01 -1.158307397890213108e-22
8.496093750000000000e-01 3.205672674268315899e-22
8.505859375000000000e-01 6.518025819297563357e-23
8.515625000000000000e-01 -7.450536772456740332e-22
8.525390625000000000e-01 -1.081492701726995554e-22
8.535156250000000000e-01 -1.327662733379001844e-22
8.544921875000000000e-01 -1.383740707688219491e-22
8.554687500000000000e-01 -1.107187522670837736e-22
8.564453125000000000e-01 1.931404358227055933e-22
8.574218750000000000e-01 2.661789727798701676e-22
8.583984375000000000e-01 -5.119239163663179509e-23
8.593750000000000000e-01 -1.517184001896354325e-22
8.603515625000000000e-01 2.457433286523671477e-22
8.613281250000000000e-01 -1.859187430758387240e-22
8.623046875000000000e-01 3.757299961625666217e-22
8.632812500000000000e-01 -1.178806480082024149e-22
8.642578125000000000e-01 9.286821413918059323e-23
8.652343750000000000e-01 4.135782901882895833e-22
8.662109375000000000e-01 -2.134267770084799279e-22
8.671875000000000000e-01 2.591252558170141354e-22
8.681640625000000000e-01 -9.002395447085924427e-23
8.691406250000000000e-01 7.066280900415123260e-22
8.701171875000000000e-01 1.624889397203931911e-22
8.710937500000000000e-01 -1.317779930340682819e-22
8.720703125000000000e-01 -2.634212828557346299e-22
8.730468750000000000e-01 -2.478953274437692667e-22
8.740234375000000000e-01 1.273200432658756904e-22
8.750000000000000000e-01 4.656064614707156374e-22
8.759765625000000000e-01 8.094871678454662310e-23
8.769531250000000000e-01 1.561750049015390911e-22
8.779296875000000000e-01 -3.196705721303429355e-23
8.789062500000000000e-01 -4.408114783309190182e-23
8.798828125000000000e-01 -2.427375647533933748e-22
8.808593750000000000e-01 -2.224630640087439137e-22
8.818359375000000000e-01 3.775080227885609257e-22
8.828125000000000000e-01 -1.391836139012768016e-22
8.837890625000000000e-01 1.217445973119984173e-22
8.847656250000000000e-01 -3.800203108491251611e-23
8.857421875000000000e-01 1.882299285781380831e-22
8.867187500000000000e-01 1.893306933730350816e-22
8.876953125000000000e-01 -3.362222618469574964e-23
8.886718750000000000e-01 3.713161029221186228e-23
8.896484375000000000e-01 4.497671049989566765e-22
8.906250000000000000e-01 1.129413417863221224e-22
8.916015625000000000e-01 -2.368961794760625723e-22
8.925781250000000000e-01 1.928359707151113009e-22
8.935546875000000000e-01 -1.638620048000246274e-22
8.945312500000000000e-01 -1.377223730332549451e-23
8.955078125000000000e-01 -1.111891570806684133e-22
8.964843750000000000e-01 1.371326569135585640e-22
8.974609375000000000e-01 -3.638567721296635258e-23
8.984375000000000000e-01 -2.447203961825192386e-22
8.994140625000000000e-01 2.513785574030000532e-22
9.003906250000000000e-01 5.862815058498478021e-23
9.013671875000000000e-01 8.302399908773868655e-23
9.023437500000000000e-01 -2.354730117419718845e-22
9.033203125000000000e-01 -7.538496243222154077e-23
9.042968750000000000e-01 2.247137838575394917e-22
9.052734375000000000e-01 -3.376430997715282446e-22
9.062500000000000000e-01 4.451386884070609180e-23
9.072265625000000000e-01 -1.068899005349959135e-22
9.082031250000000000e-01 2.916057461176529266e-22
9.091796875000000000e-01 -1.842131684392878816e-23
9.101562500000000000e-01 1.812328994795899474e-22
9.111328125000000000e-01 -3.504294483124378720e-22
9.121093750000000000e-01 1.232724190837560351e-22
9.130859375000000000e-01 -4.152504644117143683e-22
9.140625000000000000e-01 3.435003251555011768e-22
9.150390625000000000e-01 2.627356880423894289e-22
9.160156250000000000e-01 2.212727172773069403e-23
9.169921875000000000e-01 -3.880312979261123767e-22
9.179687500000000000e-01 1.071156560104969305e-22
9.189453125000000000e-01 2.018044980245728386e-22
9.199218750000000000e-01 2.074253262022041742e-22
9.208984375000000000e-01 1.018182004316980885e-22
9.218750000000000000e-01 7.229487530174035708e-23
9.228515625000000000e-01 -1.095126840524454712e-22
9.238281250000000000e-01 -4.288984097595214133e-22
9.248046875000000000e-01 3.149989110939067434e-22
9.257812500000000000e-01 -4.777229613394022011e-23
9.267578125000000000e-01 1.606247829457211286e-22
9.277343750000000000e-01 3.652015408861696762e-23
9.287109375000000000e-01 1.150558312158374601e-22
9.296875000000000000e-01 -8.269020465075298667e-24
9.306640625000000000e-01 -1.307140773874965076e-22
9.316406250000000000e-01 4.274695027939717949e-22
9.326171875000000000e-01 2.678999903810005203e-22
9.335937500000000000e-01 3.452278387637785398e-22
9.345703125000000000e-01 -2.418952936384397009e-23
9.355468750000000000e-01 5.384611311120655876e-22
9.365234375000000000e-01 1.440890851076384116e-22
9.375000000000000000e-01 1.912074457047009857e-23
9.384765625000000000e-01 2.193690991155282109e-22
9.394531250000000000e-01 4.469486682367701306e-22
9.404296875000000000e-01 -2.901954300592230234e-22
9.414062500000000000e-01 4.061457648926322069e-23
9.423828125000000000e-01 1.493661643051765608e-22
9.433593750000000000e-01 -1.916463211096166750e-22
9.443359375000000000e-01 -9.026907473513697449e-23
9.453125000000000000e-01 -5.359551884784005888e-22
9.462890625000000000e-01 -4.766583629166856670e-23
9.472656250000000000e-01 -4.432101512772028754e-22
9.482421875000000000e-01 5.816529454572673041e-23
9.492187500000000000e-01 1.571539926300582602e-22
9.501953125000000000e-01 -3.034795117472537991e-22
9.511718750000000000e-01 -1.211965216770831949e-22
9.521484375000000000e-01 1.368622724045992238e-22
9.531250000000000000e-01 -3.000832485314437310e-22
9.541015625000000000e-01 1.041266625106064163e-22
9.550781250000000000e-01 1.029487258108684910e-22
9.560546875000000000e-01 -1.883313917897159367e-22
9.570312500000000000e-01 2.304323708773005018e-22
9.580078125000000000e-01 -1.637228140660833749e-22
9.589843750000000000e-01 2.972962232469340035e-22
9.599609375000000000e-01 -2.736126077761413279e-22
9.609375000000000000e-01 7.127885984299634363e-23
9.619140625000000000e-01 -1.335217347164171616e-22
9.628906250000000000e-01 4.516823869137693624e-23
9.638671875000000000e-01 2.316254354650194579e-22
9.648437500000000000e-01 -9.014876658475762866e-23
9.658203125000000000e-01 -4.527165284800729282e-22
9.667968750000000000e-01 -1.246463628928960312e-22
9.677734375000000000e-01 8.312157418149046605e-23
9.687500000000000000e-01 -4.428285983319114899e-22
9.697265625000000000e-01 -1.728175420686778414e-22
9.707031250000000000e-01 -1.119431342990811987e-22
9.716796875000000000e-01 1.171873910511355271e-23
9.726562500000000000e-01 3.881860100891883311e-22
9.736328125000000000e-01 -1.356940348161577790e-24
9.746093750000000000e-01 -1.908707981800337559e-23
9.755859375000000000e-01 -2.476796785632734239e-22
9.765625000000000000e-01 -3.946390419365109008e-22
9.775390625000000000e-01 -1.105459600547387678e-22
9.785156250000000000e-01 7.428954339148808568e-23
9.794921875000000000e-01 3.406990988793930490e-23
9.804687500000000000e-01 2.337379400585694900e-22
9.814453125000000000e-01 -6.923912985166108238e-23
9.824218750000000000e-01 -8.370303641579421208e-23
9.833984375000000000e-01 4.174973543059337610e-22
9.843750000000000000e-01 -1.866125987642486065e-22
9.853515625000000000e-01 -1.908813530507842420e-22
9.863281250000000000e-01 -9.476576977786783577e-23
9.873046875000000000e-01 -8.908325266279874806e-23
9.882812500000000000e-01 -5.971908610436309416e-24
9.892578125000000000e-01 -1.361373511510107139e-22
9.902343750000000000e-01 -5.608881242903592384e-23
9.912109375000000000e-01 4.917461190225782453e-22
9.921875000000000000e-01 -1.935032914129068214e-23
9.931640625000000000e-01 -3.491560962456533561e-22
9.941406250000000000e-01 -9.320267853792402641e-23
9.951171875000000000e-01 -1.180012212790879460e-22
9.960937500000000000e-01 2.190505005406487170e-22
9.970703125000000000e-01 5.527161888878513390e-23
9.980468750000000000e-01 -2.230899929590033375e-22
9.990234375000000000e-01 -1.691548318277654655e-22
